name,time,fileCode,fileName,description,keywords
2024-05-26_11-36-53,2024/05/26 14:36:57+00,"334",2024-05-26_11-36-53_2024-05-26_11-36-53.gpx,JCV36,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-26_12-06-07,2024/05/26 15:06:10+00,"335",2024-05-26_12-06-07_2024-05-26_12-06-07.gpx,JCV36,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-26_12-30-40,2024/05/26 15:30:45+00,"336",2024-05-26_12-30-40_2024-05-26_12-30-40.gpx,JCV39,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-26_15-27-41,2024/05/26 18:27:46+00,"337",2024-05-26_15-27-41_2024-05-26_15-27-41.gpx,JCV37,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-26_15-31-55,2024/05/26 18:31:58+00,"338",2024-05-26_15-31-55_2024-05-26_15-31-55.gpx,Rua Joaquim Marques de Jesus (extra),"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-26_15-41-03,2024/05/26 18:41:07+00,"339",2024-05-26_15-41-03_2024-05-26_15-41-03.gpx,JCF28,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-26_16-24-33,2024/05/26 19:24:36+00,"340",2024-05-26_16-24-33_2024-05-26_16-24-33.gpx,JCV38,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-26_16-47-45,2024/05/26 19:47:48+00,"341",2024-05-26_16-47-45_2024-05-26_16-47-45.gpx,JCV40,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-26_17-47-33,2024/05/26 20:47:36+00,"342",2024-05-26_17-47-33_2024-05-26_17-47-33.gpx,JCV31,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-26_19-03-13,2024/05/26 22:03:16+00,"343",2024-05-26_19-03-13_2024-05-26_19-03-13.gpx,JCV34,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-27_17-05-02,2024/05/27 20:05:04+00,"344",2024-05-27_17-05-02_2024-05-27_17-05-02.gpx,CR059,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-27_17-10-11,2024/05/27 20:10:13+00,"345",2024-05-27_17-10-11_2024-05-27_17-10-11.gpx,CF059,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-27_17-25-25,2024/05/27 20:25:27+00,"346",2024-05-27_17-25-25_2024-05-27_17-25-25.gpx,CF059,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-27_17-36-16,2024/05/27 20:36:18+00,"347",2024-05-27_17-36-16_2024-05-27_17-36-16.gpx,CR059,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-28_16-25-50,2024/05/28 19:25:55+00,"348",2024-05-28_16-25-50_2024-05-28_16-25-50.gpx,CF022,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-28_16-47-08,2024/05/28 19:47:10+00,"349",2024-05-28_16-47-08_2024-05-28_16-47-08.gpx,CF022,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-28_16-47-16,2024/05/28 19:47:19+00,"350",2024-05-28_16-47-16_2024-05-28_16-47-16.gpx,CF022,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-28_17-13-17,2024/05/28 20:13:22+00,"351",2024-05-28_17-13-17_2024-05-28_17-13-17.gpx,CF022,"[ """", ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-28_17-33-07,2024/05/28 20:33:09+00,"352",2024-05-28_17-33-07_2024-05-28_17-33-07.gpx,CF022,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-28_17-42-04,2024/05/28 20:42:08+00,"353",2024-05-28_17-42-04_2024-05-28_17-42-04.gpx,CF022,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-28_17-55-07,2024/05/28 20:55:10+00,"354",2024-05-28_17-55-07_2024-05-28_17-55-07.gpx,CF022,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-28_18-09-51,2024/05/28 21:09:55+00,"355",2024-05-28_18-09-51_2024-05-28_18-09-51.gpx,CR022,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-28_18-23-54,2024/05/28 21:23:58+00,"356",2024-05-28_18-23-54_2024-05-28_18-23-54.gpx,CF046,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-28_18-27-47,2024/05/28 21:27:49+00,"357",2024-05-28_18-27-47_2024-05-28_18-27-47.gpx,CR046,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-28_18-35-47,2024/05/28 21:35:50+00,"358",2024-05-28_18-35-47_2024-05-28_18-35-47.gpx,CF046,
2024-05-28_18-48-03,2024/05/28 21:49:42+00,"359",2024-05-28_18-48-03_2024-05-28_18-48-03.gpx,CF046,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-28_18-55-01,2024/05/28 21:55:04+00,"360",2024-05-28_18-55-01_2024-05-28_18-55-01.gpx,CF046,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-28_19-04-39,2024/05/28 22:04:42+00,"361",2024-05-28_19-04-39_2024-05-28_19-04-39.gpx,CF046,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-05-28_19-12-53,2024/05/28 22:12:56+00,"362",2024-05-28_19-12-53_2024-05-28_19-12-53.gpx,CF046,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-17_16-41-24 ciclovia ibiporã,2024/06/17 19:41:27+00,"363",2024-06-17_16-41-24_ciclovia_ibiporã_2024-06-17_16-41-24.gpx,CV050,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-17_16-48-18 ciclorrota ibiporã,2024/06/17 19:48:20+00,"364",2024-06-17_16-48-18_ciclorrota_ibiporã_2024-06-17_16-48-18.gpx,CR050,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-17_16-54-26 Ciclofaixa ibiporã,2024/06/17 19:54:28+00,"365",2024-06-17_16-54-26_Ciclofaixa_ibiporã_2024-06-17_16-54-26.gpx,CF050,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-17_16-57-21 ciclofaixa ibiporã,2024/06/17 19:57:23+00,"366",2024-06-17_16-57-21_ciclofaixa_ibiporã_2024-06-17_16-57-21.gpx,CF050,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-18_08-48-01 ciclovia Camilo Simões,2024/06/18 11:48:04+00,"367",2024-06-18_08-48-01_ciclovia_Camilo_Simões_2024-06-18_08-48-01.gpx,OCV45,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-18_09-07-04 ciclovia Camilo Simões,2024/06/18 12:07:06+00,"368",2024-06-18_09-07-04_ciclovia_Camilo_Simões_2024-06-18_09-07-04.gpx,OCV45,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-18_09-24-54 ciclovia Camilo Simões,2024/06/18 12:24:56+00,"369",2024-06-18_09-24-54_ciclovia_Camilo_Simões_2024-06-18_09-24-54.gpx,OCV45,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-18_09-27-08 Camilo Simões,2024/06/18 12:27:11+00,"370",2024-06-18_09-27-08_Camilo_Simões_2024-06-18_09-27-08.gpx,OCV45,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-18_09-48-31 Beira mar,2024/06/18 12:48:34+00,"371",2024-06-18_09-48-31_Beira_mar_2024-06-18_09-48-31.gpx,OCV41,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-18_09-48-31 Travessa,2024/06/18 12:48:34+00,"372",2024-06-18_09-48-31_Travessa_2024-06-18_09-48-31.gpx,OCF46,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-18_10-55-13 Pan nordestina/PE 60/PE 15,2024/06/18 13:55:17+00,"373",2024-06-18_10-55-13_Pan_nordestina_PE_60_PE_15_2024-06-18_10-55-13.gpx,PCV54 OCV52,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-18_11-04-37 Pan nordestina/PE 60/PE15,2024/06/18 14:04:39+00,"374",2024-06-18_11-04-37_Pan_nordestina_PE_60_PE15_2024-06-18_11-04-37.gpx,PCV54 OCV52,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-18_12-51-45 Abreu e Lima,2024/06/18 15:51:50+00,"375",2024-06-18_12-51-45_Abreu_e_Lima_2024-06-18_12-51-45.gpx,,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-18_12-59-51 Abreu e Lima Avenida D,2024/06/18 15:59:54+00,"376",2024-06-18_12-59-51_Abreu_e_Lima_Avenida_D_2024-06-18_12-59-51.gpx,,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-19_15-04-32 Rua compositor Vinicius de Moraes,2024/06/19 18:04:36+00,"377",2024-06-19_15-04-32_Rua_compositor_Vinicius_de_Moraes_2024-06-19_15-04-32.gpx,OCF47,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-19_15-14-47 Rua Compositor Vinicius de Moraes,2024/06/19 18:14:49+00,"378",2024-06-19_15-14-47_Rua_Compositor_Vinicius_de_Moraes_2024-06-19_15-14-47.gpx,OCF47,
2024-06-19_15-42-13 labatut,2024/06/19 18:42:16+00,"379",2024-06-19_15-42-13_labatut_2024-06-19_15-42-13.gpx,OCF48,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
2024-06-19_16-00-36 beberibe,2024/06/19 19:00:39+00,"380",2024-06-19_16-00-36_beberibe_2024-06-19_16-00-36.gpx,OCV51,"[ ""auditoria cicloviaria"", ""osmtracker"" ]"
